Date,Price,Open,High,Low,Vol.,Change %
08/24/2021,1888.0,1888.0,1888.0,1888.0,,0.37%
08/25/2021,1897.0,1897.0,1897.0,1897.0,,0.48%
08/26/2021,1902.0,1902.0,1902.0,1902.0,,0.26%
08/27/2021,1897.0,1897.0,1897.0,1897.0,,-0.26%
08/31/2021,1874.0,1874.0,1874.0,1874.0,,-1.21%
09/01/2021,1859.0,1859.0,1859.0,1859.0,,-0.80%
09/02/2021,1843.0,1843.0,1843.0,1843.0,,-0.86%
09/03/2021,1838.0,1838.0,1838.0,1838.0,,-0.27%
09/06/2021,1829.0,1829.0,1829.0,1829.0,,-0.49%
09/07/2021,1825.0,1825.0,1825.0,1825.0,,-0.22%
09/08/2021,1811.0,1811.0,1811.0,1811.0,,-0.77%
09/09/2021,1806.0,1806.0,1806.0,1806.0,,-0.28%
09/10/2021,1807.0,1807.0,1807.0,1807.0,,0.06%
09/13/2021,1810.0,1810.0,1810.0,1810.0,,0.17%
09/14/2021,1820.0,1820.0,1820.0,1820.0,,0.55%
09/15/2021,1835.0,1835.0,1835.0,1835.0,,0.82%
09/16/2021,1845.0,1845.0,1845.0,1845.0,,0.54%
09/17/2021,1861.0,1861.0,1861.0,1861.0,,0.87%
09/20/2021,1876.0,1876.0,1876.0,1876.0,,0.81%
09/21/2021,1885.0,1885.0,1885.0,1885.0,,0.48%
09/22/2021,1901.0,1901.0,1901.0,1901.0,,0.85%
09/23/2021,1916.0,1916.0,1916.0,1916.0,,0.79%
09/24/2021,1925.0,1925.0,1925.0,1925.0,,0.47%
09/27/2021,1930.0,1930.0,1930.0,1930.0,,0.26%
09/28/2021,1943.0,1943.0,1943.0,1943.0,,0.67%
09/29/2021,1957.0,1957.0,1957.0,1957.0,,0.72%
09/30/2021,1975.0,1975.0,1975.0,1975.0,,0.92%
10/01/2021,1987.0,1987.0,1987.0,1987.0,,0.61%
10/04/2021,1992.0,1992.0,1992.0,1992.0,,0.25%
10/05/2021,1994.0,1994.0,1994.0,1994.0,,0.10%
10/06/2021,1998.0,1998.0,1998.0,1998.0,,0.20%
10/07/2021,2009.0,2009.0,2009.0,2009.0,,0.55%
10/08/2021,2015.0,2015.0,2015.0,2015.0,,0.30%
10/11/2021,2020.0,2020.0,2020.0,2020.0,,0.25%
10/12/2021,2018.0,2018.0,2018.0,2018.0,,-0.10%
