Date,Country,Exchange rate
1983-07-05,India,10.0500
1983-07-06,India,10.0500
1983-07-07,India,10.0400
1983-07-08,India,10.0500
1983-07-11,India,10.0700
1983-07-12,India,10.1100
1983-07-13,India,10.1200
1983-07-14,India,10.1100
1983-07-15,India,10.1200
1983-07-18,India,10.0900
1983-07-19,India,10.0700
1983-07-20,India,10.0700
1983-07-21,India,10.0800
1983-07-22,India,10.0900
1983-07-25,India,10.0900
1983-07-26,India,10.0900
1983-07-27,India,10.1000
1983-07-28,India,10.1200
1983-07-29,India,10.1400
1983-08-01,India,10.1400
1983-08-02,India,10.1600
1983-08-03,India,10.1600
1983-08-04,India,10.1700
1983-08-05,India,10.2100
1983-08-08,India,10.2000
1983-08-09,India,10.1900
1983-08-10,India,10.1900
1983-08-11,India,10.2000
1983-08-12,India,10.2300
1983-08-15,India,10.1600
1983-08-16,India,10.1800
1983-08-17,India,10.1600
1983-08-18,India,10.1700
1983-08-19,India,10.1900
1983-08-22,India,10.1700
1983-08-23,India,10.1500
1983-08-24,India,10.1900
1983-08-25,India,10.1900
1983-08-26,India,10.2200
1983-08-29,India,10.2500
1983-08-30,India,10.2100
1983-08-31,India,10.2200
1983-09-01,India,10.2000
1983-09-02,India,10.2200
1983-09-05,India,
1983-09-06,India,10.2100
1983-09-07,India,10.2200
1983-09-08,India,10.2000
1983-09-09,India,10.1900
1983-09-12,India,10.1800
1983-09-13,India,10.2000
1983-09-14,India,10.2000
1983-09-15,India,10.2100
1983-09-16,India,10.2000
1983-09-19,India,10.2000
1983-09-20,India,10.1900
1983-09-21,India,10.1900
1983-09-22,India,10.1800
1983-09-23,India,10.2000
1983-09-26,India,10.2100
1983-09-27,India,10.2000
1983-09-28,India,10.2000
1983-09-29,India,10.2100
1983-09-30,India,10.2000
1983-10-03,India,10.2000
1983-10-04,India,10.2200
1983-10-05,India,10.2000
1983-10-06,India,10.2000
1983-10-07,India,10.2100
1983-10-10,India,
1983-10-11,India,10.1900
1983-10-12,India,10.2000
1983-10-13,India,10.2100
1983-10-14,India,10.2100
1983-10-17,India,10.2000
1983-10-18,India,10.2100
1983-10-19,India,10.2000
1983-10-20,India,10.2200
1983-10-21,India,10.2400
1983-10-24,India,10.2500
1983-10-25,India,10.2700
1983-10-26,India,10.2900
1983-10-27,India,10.2900
1983-10-28,India,10.2800
1983-10-31,India,10.2900
1983-11-01,India,10.3000
1983-11-02,India,10.3100
1983-11-03,India,10.3100
1983-11-04,India,10.3100
1983-11-07,India,10.3200
1983-11-08,India,
1983-11-09,India,10.3600
1983-11-10,India,10.3400
1983-11-11,India,
1983-11-14,India,10.3600
1983-11-15,India,10.3800
1983-11-16,India,10.3800
1983-11-17,India,10.4000
1983-11-18,India,10.4100
1983-11-21,India,10.4500
1983-11-22,India,10.4100
1983-11-23,India,10.4000
1983-11-24,India,
1983-11-25,India,10.4300
1983-11-28,India,10.4500
1983-11-29,India,10.4500
1983-11-30,India,10.4200
1983-12-01,India,10.4100
1983-12-02,India,10.4100
1983-12-05,India,10.4400
1983-12-06,India,10.4600
1983-12-07,India,10.4700
1983-12-08,India,10.4600
1983-12-09,India,10.4500
1983-12-12,India,10.4400
1983-12-13,India,10.4400
1983-12-14,India,10.4600
1983-12-15,India,10.4800
1983-12-16,India,10.5200
1983-12-19,India,10.5200
1983-12-20,India,10.5500
1983-12-21,India,10.5500
1983-12-22,India,10.5300
1983-12-23,India,10.6000
1983-12-26,India,
1983-12-27,India,10.5700
1983-12-28,India,10.5200
1983-12-29,India,10.5100
1983-12-30,India,10.4900
1984-01-02,India,
1984-01-03,India,10.5700
1984-01-04,India,10.6300
1984-01-05,India,10.6900
1984-01-06,India,10.7400
1984-01-09,India,10.7400
1984-01-10,India,10.7200
1984-01-11,India,10.7000
1984-01-12,India,10.7200
1984-01-13,India,10.7500
1984-01-16,India,10.7000
1984-01-17,India,10.6900
1984-01-18,India,10.7200
1984-01-19,India,10.7300
1984-01-20,India,10.7000
1984-01-23,India,10.7400
1984-01-24,India,10.7400
1984-01-25,India,10.7500
1984-01-26,India,10.7400
1984-01-27,India,10.7500
1984-01-30,India,10.7400
1984-01-31,India,10.7600
1984-02-01,India,10.7600
1984-02-02,India,10.7600
1984-02-03,India,10.7500
1984-02-06,India,10.7600
1984-02-07,India,10.7600
1984-02-08,India,10.7600
1984-02-09,India,10.7600
1984-02-10,India,10.7700
1984-02-13,India,
1984-02-14,India,10.7600
1984-02-15,India,10.7500
1984-02-16,India,10.7400
1984-02-17,India,10.7300
1984-02-20,India,
1984-02-21,India,10.7400
1984-02-22,India,10.7400
1984-02-23,India,10.7500
1984-02-24,India,10.7100
1984-02-27,India,10.7400
1984-02-28,India,10.7000
1984-02-29,India,10.6900
1984-03-01,India,10.6800
1984-03-02,India,10.6700
1984-03-05,India,10.6700
1984-03-06,India,10.6700
1984-03-07,India,10.6700
1984-03-08,India,10.6700
1984-03-09,India,10.6900
1984-03-12,India,10.6900
1984-03-13,India,10.7000
1984-03-14,India,10.6600
1984-03-15,India,10.6800
1984-03-16,India,10.7200
1984-03-19,India,10.7600
1984-03-20,India,10.7700
1984-03-21,India,10.7800
1984-03-22,India,10.7900
1984-03-23,India,10.7700
1984-03-26,India,10.7500
1984-03-27,India,10.7300
1984-03-28,India,10.7400
1984-03-29,India,10.7000
1984-03-30,India,10.7600
1984-04-02,India,10.7600
1984-04-03,India,10.7800
1984-04-04,India,10.7700
1984-04-05,India,10.7700
1984-04-06,India,10.7700
1984-04-09,India,10.7800
1984-04-10,India,10.8000
1984-04-11,India,10.8000
1984-04-12,India,10.8000
1984-04-13,India,10.8000
1984-04-16,India,10.8200
1984-04-17,India,10.8200
1984-04-18,India,10.8100
1984-04-19,India,10.8200
1984-04-20,India,10.8200
1984-04-23,India,10.8200
1984-04-24,India,10.8700
1984-04-25,India,10.8800
1984-04-26,India,10.8900
1984-04-27,India,10.9100
1984-04-30,India,10.9300
1984-05-01,India,10.9200
1984-05-02,India,10.9400
1984-05-03,India,10.9200
1984-05-04,India,10.9300
1984-05-07,India,10.9800
1984-05-08,India,11.0000
1984-05-09,India,11.0000
1984-05-10,India,11.1000
1984-05-11,India,11.0200
1984-05-14,India,11.0600
1984-05-15,India,11.0400
1984-05-16,India,11.0200
1984-05-17,India,11.0200
1984-05-18,India,11.0300
1984-05-21,India,11.0400
1984-05-22,India,11.0400
1984-05-23,India,11.0400
1984-05-24,India,11.0600
1984-05-25,India,11.0500
1984-05-28,India,
1984-05-29,India,11.0700
1984-05-30,India,11.0400
1984-05-31,India,11.0500
1984-06-01,India,11.0200
1984-06-04,India,10.9800
1984-06-05,India,10.9900
1984-06-06,India,10.9800
1984-06-07,India,10.9700
1984-06-08,India,10.9900
1984-06-11,India,10.9900
1984-06-12,India,11.0000
1984-06-13,India,11.0200
1984-06-14,India,11.0200
1984-06-15,India,11.0200
1984-06-18,India,11.0400
1984-06-19,India,11.0500
1984-06-20,India,11.0700
1984-06-21,India,11.1400
1984-06-22,India,11.1200
1984-06-25,India,11.1700
1984-06-26,India,11.1800
1984-06-27,India,11.1600
1984-06-28,India,11.2100
1984-06-29,India,11.2200
1984-07-02,India,11.2200
1984-07-03,India,11.2400
1984-07-04,India,
1984-07-05,India,11.2500
1984-07-06,India,11.2700
1984-07-09,India,11.2900
1984-07-10,India,11.2900
1984-07-11,India,11.3200
1984-07-12,India,11.3200
1984-07-13,India,11.3200
1984-07-16,India,11.3200
1984-07-17,India,11.3500
1984-07-18,India,11.3700
1984-07-19,India,11.4000
1984-07-20,India,11.4000
1984-07-23,India,11.4900
1984-07-24,India,11.4600
1984-07-25,India,11.4700
1984-07-26,India,11.4500
1984-07-27,India,11.5000
1984-07-30,India,11.5200
1984-07-31,India,11.5500
1984-08-01,India,11.5600
1984-08-02,India,11.5600
1984-08-03,India,11.5500
1984-08-06,India,11.5000
1984-08-07,India,11.5500
1984-08-08,India,11.5600
1984-08-09,India,11.5700
1984-08-10,India,11.5200
1984-08-13,India,11.5700
1984-08-14,India,11.5600
1984-08-15,India,11.5200
1984-08-16,India,11.5600
1984-08-17,India,11.5400
1984-08-20,India,11.5500
1984-08-21,India,11.5700
1984-08-22,India,11.5800
1984-08-23,India,11.5500
1984-08-24,India,11.5500
1984-08-27,India,11.5500
1984-08-28,India,11.5800
1984-08-29,India,11.5600
1984-08-30,India,11.5800
1984-08-31,India,11.6000
1984-09-03,India,
1984-09-04,India,11.7200
1984-09-05,India,11.7700
1984-09-06,India,11.7800
1984-09-07,India,11.7800
1984-09-10,India,11.7900
1984-09-11,India,11.8000
1984-09-12,India,11.7800
1984-09-13,India,11.7900
1984-09-14,India,11.8200
1984-09-17,India,11.8200
1984-09-18,India,12.0000
1984-09-19,India,11.9800
1984-09-20,India,11.9600
1984-09-21,India,11.9600
1984-09-24,India,11.8400
1984-09-25,India,11.9000
1984-09-26,India,11.9600
1984-09-27,India,11.9400
1984-09-28,India,11.9200
1984-10-01,India,11.9500
1984-10-02,India,11.9200
1984-10-03,India,11.8700
1984-10-04,India,11.9000
1984-10-05,India,11.9200
1984-10-08,India,
1984-10-09,India,11.9800
1984-10-10,India,11.9900
1984-10-11,India,11.9900
1984-10-12,India,12.0200
1984-10-15,India,12.0200
1984-10-16,India,12.1000
1984-10-17,India,12.1100
1984-10-18,India,12.1000
1984-10-19,India,12.0400
1984-10-22,India,12.1000
1984-10-23,India,12.0600
1984-10-24,India,12.0200
1984-10-25,India,12.0200
1984-10-26,India,12.0800
1984-10-29,India,12.1300
1984-10-30,India,12.1500
1984-10-31,India,12.1200
1984-11-01,India,12.0500
1984-11-02,India,11.9700
1984-11-05,India,11.9700
1984-11-06,India,
1984-11-07,India,12.0100
1984-11-08,India,12.0100
1984-11-09,India,12.0000
1984-11-12,India,
1984-11-13,India,12.0000
1984-11-14,India,12.0400
1984-11-15,India,12.0400
1984-11-16,India,12.0600
1984-11-19,India,12.0600
1984-11-20,India,12.0900
1984-11-21,India,12.1500
1984-11-22,India,
1984-11-23,India,12.1500
1984-11-26,India,12.1500
1984-11-27,India,12.1500
1984-11-28,India,12.1500
1984-11-29,India,12.1500
1984-11-30,India,12.2900
1984-12-03,India,12.2900
1984-12-04,India,12.2900
1984-12-05,India,12.2900
1984-12-06,India,12.2600
1984-12-07,India,12.2600
1984-12-10,India,12.2600
1984-12-11,India,12.2600
1984-12-12,India,12.2600
1984-12-13,India,12.2600
1984-12-14,India,12.2600
1984-12-17,India,12.2600
1984-12-18,India,12.2600
1984-12-19,India,12.2600
1984-12-20,India,12.2600
1984-12-21,India,12.3200
1984-12-24,India,12.3200
1984-12-25,India,
1984-12-26,India,12.3200
1984-12-27,India,12.3800
1984-12-28,India,12.4000
1984-12-31,India,12.3800
1985-01-01,India,
1985-01-02,India,12.3800
1985-01-03,India,12.3800
1985-01-04,India,12.5000
1985-01-07,India,12.5300
1985-01-08,India,12.5600
1985-01-09,India,12.5800
1985-01-10,India,12.6200
1985-01-11,India,12.6500
1985-01-14,India,12.6300
1985-01-15,India,12.7000
1985-01-16,India,12.6700
1985-01-17,India,12.6700
1985-01-18,India,12.6700
1985-01-21,India,
1985-01-22,India,12.6400
1985-01-23,India,12.6400
1985-01-24,India,12.7000
1985-01-25,India,12.6500
1985-01-28,India,12.6500
1985-01-29,India,12.6500
1985-01-30,India,12.7100
1985-01-31,India,12.6700
1985-02-01,India,12.6800
1985-02-04,India,12.7500
1985-02-05,India,12.7700
1985-02-06,India,12.8100
1985-02-07,India,12.8100
1985-02-08,India,12.8400
1985-02-11,India,12.8500
1985-02-12,India,
1985-02-13,India,12.9500
1985-02-14,India,12.9700
1985-02-15,India,12.8900
1985-02-18,India,
1985-02-19,India,12.9600
1985-02-20,India,12.9800
1985-02-21,India,13.0100
1985-02-22,India,13.0700
1985-02-25,India,13.1000
1985-02-26,India,13.2200
1985-02-27,India,13.0000
1985-02-28,India,12.9300
1985-03-01,India,12.9800
1985-03-04,India,13.0800
1985-03-05,India,13.1500
1985-03-06,India,13.1600
1985-03-07,India,13.0600
1985-03-08,India,13.1600
1985-03-11,India,13.0400
1985-03-12,India,12.9200
1985-03-13,India,13.0200
1985-03-14,India,13.0600
1985-03-15,India,13.1000
1985-03-18,India,13.0000
1985-03-19,India,12.7700
1985-03-20,India,12.6000
1985-03-21,India,12.6500
1985-03-22,India,12.6600
1985-03-25,India,12.7700
1985-03-26,India,12.8100
1985-03-27,India,12.4000
1985-03-28,India,12.5000
1985-03-29,India,12.2000
1985-04-01,India,12.3800
1985-04-02,India,12.5600
1985-04-03,India,12.4000
1985-04-04,India,12.5700
1985-04-05,India,12.5700
1985-04-08,India,12.4000
1985-04-09,India,12.5700
1985-04-10,India,12.6000
1985-04-11,India,12.4500
1985-04-12,India,12.3000
1985-04-15,India,12.2500
1985-04-16,India,12.2000
1985-04-17,India,12.1700
1985-04-18,India,12.3700
1985-04-19,India,12.1700
1985-04-22,India,12.2200
1985-04-23,India,12.3200
1985-04-24,India,12.4300
1985-04-25,India,12.4500
1985-04-26,India,12.5000
1985-04-29,India,12.5000
1985-04-30,India,12.4300
1985-05-01,India,12.5500
1985-05-02,India,12.6500
1985-05-03,India,12.6200
1985-05-06,India,12.6200
1985-05-07,India,12.6000
1985-05-08,India,12.6400
1985-05-09,India,12.5400
1985-05-10,India,12.5500
1985-05-13,India,12.5500
1985-05-14,India,12.4900
1985-05-15,India,12.3900
1985-05-16,India,12.4600
1985-05-17,India,12.4800
1985-05-20,India,12.2400
1985-05-21,India,12.3600
1985-05-22,India,12.4200
1985-05-23,India,12.4700
1985-05-24,India,12.4200
1985-05-27,India,
1985-05-28,India,12.5200
1985-05-29,India,12.5300
1985-05-30,India,12.4400
1985-05-31,India,12.4700
1985-06-03,India,12.3900
1985-06-04,India,12.4200
1985-06-05,India,12.4400
1985-06-06,India,12.4600
1985-06-07,India,12.4700
1985-06-10,India,12.5100
1985-06-11,India,12.5400
1985-06-12,India,12.5300
1985-06-13,India,12.5400
1985-06-14,India,12.4800
1985-06-17,India,12.4900
1985-06-18,India,12.4400
1985-06-19,India,12.3200
1985-06-20,India,12.3200
1985-06-21,India,12.4200
1985-06-24,India,12.4500
1985-06-25,India,12.3900
1985-06-26,India,12.4000
1985-06-27,India,12.4000
1985-06-28,India,12.4000
1985-07-01,India,12.3000
1985-07-02,India,12.3800
1985-07-03,India,12.3700
1985-07-04,India,
1985-07-05,India,12.3700
1985-07-08,India,12.3200
1985-07-09,India,12.1700
1985-07-10,India,12.0200
1985-07-11,India,12.0200
1985-07-12,India,12.0200
1985-07-15,India,11.9700
1985-07-16,India,11.9400
1985-07-17,India,11.8300
1985-07-18,India,11.8200
1985-07-19,India,11.9000
1985-07-22,India,12.0200
1985-07-23,India,11.8600
1985-07-24,India,11.9800
1985-07-25,India,11.9200
1985-07-26,India,11.9800
1985-07-29,India,11.8600
1985-07-30,India,11.8400
1985-07-31,India,11.8000
1985-08-01,India,11.8600
1985-08-02,India,11.4400
1985-08-05,India,11.9500
1985-08-06,India,11.9800
1985-08-07,India,12.0800
1985-08-08,India,12.0000
1985-08-09,India,12.0200
1985-08-12,India,11.9400
1985-08-13,India,11.9000
1985-08-14,India,11.9600
1985-08-15,India,11.8900
1985-08-16,India,11.8200
1985-08-19,India,11.8300
1985-08-20,India,11.8800
1985-08-21,India,11.9200
1985-08-22,India,11.8300
1985-08-23,India,11.9200
1985-08-26,India,11.9200
1985-08-27,India,11.8700
1985-08-28,India,11.8800
1985-08-29,India,11.9000
1985-08-30,India,11.9600
1985-09-02,India,
1985-09-03,India,12.0600
1985-09-04,India,12.0800
1985-09-05,India,12.1000
1985-09-06,India,12.2200
1985-09-09,India,12.4000
1985-09-10,India,12.3300
1985-09-11,India,12.3200
1985-09-12,India,12.4400
1985-09-13,India,12.2500
1985-09-16,India,12.3000
1985-09-17,India,12.2800
1985-09-18,India,12.3100
1985-09-19,India,12.3000
1985-09-20,India,12.2200
1985-09-23,India,11.8000
1985-09-24,India,11.8500
1985-09-25,India,11.8800
1985-09-26,India,11.7000
1985-09-27,India,11.7000
1985-09-30,India,11.9700
1985-10-01,India,11.9200
1985-10-02,India,11.8700
1985-10-03,India,11.9700
1985-10-04,India,11.9500
1985-10-07,India,12.0600
1985-10-08,India,12.0500
1985-10-09,India,12.0600
1985-10-10,India,12.0800
1985-10-11,India,12.0900
1985-10-14,India,
1985-10-15,India,12.0900
1985-10-16,India,12.1000
1985-10-17,India,12.0800
1985-10-18,India,12.0900
1985-10-21,India,12.0300
1985-10-22,India,12.0400
1985-10-23,India,12.0100
1985-10-24,India,12.0000
1985-10-25,India,12.0400
1985-10-28,India,12.0200
1985-10-29,India,12.0700
1985-10-30,India,12.0600
1985-10-31,India,12.0500
1985-11-01,India,12.0700
1985-11-04,India,12.0600
1985-11-05,India,12.0600
1985-11-06,India,12.0800
1985-11-07,India,12.0800
1985-11-08,India,12.1900
1985-11-11,India,
1985-11-12,India,12.1700
1985-11-13,India,12.1600
1985-11-14,India,12.1600
1985-11-15,India,12.1400
1985-11-18,India,12.1800
1985-11-19,India,12.1200
1985-11-20,India,12.1300
1985-11-21,India,12.0700
1985-11-22,India,12.0800
1985-11-25,India,12.0300
1985-11-26,India,12.0700
1985-11-27,India,12.0200
1985-11-28,India,
1985-11-29,India,12.0500
1985-12-02,India,12.0400
1985-12-03,India,12.0700
1985-12-04,India,12.0700
1985-12-05,India,12.0700
1985-12-06,India,12.1000
1985-12-09,India,12.1900
1985-12-10,India,12.2000
1985-12-11,India,12.2000
1985-12-12,India,12.1800
1985-12-13,India,12.1700
1985-12-16,India,12.1700
1985-12-17,India,12.1500
1985-12-18,India,12.1900
1985-12-19,India,12.2000
1985-12-20,India,12.1900
1985-12-23,India,12.1900
1985-12-24,India,12.2100
1985-12-25,India,
1985-12-26,India,12.2100
1985-12-27,India,12.1900
1985-12-30,India,12.1000
1985-12-31,India,12.1100
1986-01-01,India,
1986-01-02,India,12.0500
1986-01-03,India,12.1200
1986-01-06,India,12.1700
1986-01-07,India,12.1300
1986-01-08,India,12.1600
1986-01-09,India,12.1900
1986-01-10,India,12.0900
1986-01-13,India,12.1800
1986-01-14,India,12.2000
1986-01-15,India,12.2100
1986-01-16,India,12.2000
1986-01-17,India,12.2200
1986-01-20,India,
1986-01-21,India,12.3100
1986-01-22,India,12.3800
1986-01-23,India,12.3800
1986-01-24,India,12.3700
1986-01-27,India,12.4400
1986-01-28,India,12.3400
1986-01-29,India,12.3300
1986-01-30,India,12.3000
1986-01-31,India,12.3400
1986-02-03,India,12.4500
1986-02-04,India,12.5500
1986-02-05,India,12.4900
1986-02-06,India,12.4700
1986-02-07,India,12.5300
1986-02-10,India,12.5200
1986-02-11,India,12.4900
1986-02-12,India,12.4400
1986-02-13,India,12.4300
1986-02-14,India,12.4400
1986-02-17,India,
1986-02-18,India,12.4000
1986-02-19,India,12.2900
1986-02-20,India,12.2400
1986-02-21,India,12.3700
1986-02-24,India,12.2600
1986-02-25,India,12.1200
1986-02-26,India,12.1300
1986-02-27,India,12.1400
1986-02-28,India,12.2700
1986-03-03,India,12.3400
1986-03-04,India,12.2300
1986-03-05,India,12.2200
1986-03-06,India,12.2700
1986-03-07,India,12.8300
1986-03-10,India,12.2500
1986-03-11,India,12.3500
1986-03-12,India,12.2000
1986-03-13,India,12.3000
1986-03-14,India,12.2500
1986-03-17,India,12.2400
1986-03-18,India,12.2300
1986-03-19,India,12.2400
1986-03-20,India,12.1700
1986-03-21,India,12.1700
1986-03-24,India,12.1900
1986-03-25,India,12.3300
1986-03-26,India,12.3300
1986-03-27,India,12.3100
1986-03-28,India,12.3100
1986-03-31,India,12.3100
1986-04-01,India,12.4300
1986-04-02,India,12.4200
1986-04-03,India,12.4400
1986-04-04,India,12.4900
1986-04-07,India,12.5400
1986-04-08,India,12.5000
1986-04-09,India,12.5600
1986-04-10,India,12.5500
1986-04-11,India,12.4800
1986-04-14,India,12.4500
1986-04-15,India,12.4900
1986-04-16,India,12.4100
1986-04-17,India,12.3400
1986-04-18,India,12.2800
1986-04-21,India,12.3600
1986-04-22,India,12.3000
1986-04-23,India,12.2900
1986-04-24,India,12.2200
1986-04-25,India,12.2800
1986-04-28,India,12.2500
1986-04-29,India,12.2700
1986-04-30,India,12.3000
1986-05-01,India,12.3500
1986-05-02,India,12.4400
1986-05-05,India,12.4400
1986-05-06,India,12.3700
1986-05-07,India,12.3400
1986-05-08,India,12.3000
1986-05-09,India,12.3600
1986-05-12,India,12.3200
1986-05-13,India,12.3200
1986-05-14,India,12.3800
1986-05-15,India,12.3600
1986-05-16,India,12.4300
1986-05-19,India,12.4600
1986-05-20,India,12.4200
1986-05-21,India,12.5000
1986-05-22,India,12.5700
1986-05-23,India,12.6400
1986-05-26,India,
1986-05-27,India,12.6900
1986-05-28,India,12.6300
1986-05-29,India,12.6900
1986-05-30,India,12.7700
1986-06-02,India,12.8700
1986-06-03,India,12.7000
1986-06-04,India,12.6700
1986-06-05,India,12.6900
1986-06-06,India,12.5800
1986-06-09,India,12.6300
1986-06-10,India,12.5500
1986-06-11,India,12.4400
1986-06-12,India,12.4800
1986-06-13,India,12.5900
1986-06-16,India,12.5300
1986-06-17,India,12.6200
1986-06-18,India,12.6200
1986-06-19,India,12.6200
1986-06-20,India,12.6500
1986-06-23,India,12.7100
1986-06-24,India,12.5800
1986-06-25,India,12.5200
1986-06-26,India,12.5600
1986-06-27,India,12.5400
1986-06-30,India,12.4200
1986-07-01,India,12.4000
1986-07-02,India,12.4200
1986-07-03,India,12.3600
1986-07-04,India,
1986-07-07,India,12.3500
1986-07-08,India,12.3700
1986-07-09,India,12.4500
1986-07-10,India,12.4800
1986-07-11,India,12.5100
1986-07-14,India,12.6200
1986-07-15,India,12.5400
1986-07-16,India,12.4700
1986-07-17,India,12.5300
1986-07-18,India,12.5900
1986-07-21,India,12.5900
1986-07-22,India,12.5600
1986-07-23,India,12.5700
1986-07-24,India,12.5300
1986-07-25,India,12.5400
1986-07-28,India,12.5800
1986-07-29,India,12.5600
1986-07-30,India,12.5700
1986-07-31,India,12.5800
1986-08-01,India,12.5800
1986-08-04,India,12.5900
1986-08-05,India,12.5300
1986-08-06,India,12.5500
1986-08-07,India,12.5700
1986-08-08,India,12.5600
1986-08-11,India,12.5400
1986-08-12,India,12.5500
1986-08-13,India,12.5800
1986-08-14,India,12.5700
1986-08-15,India,12.5500
1986-08-18,India,12.5900
1986-08-19,India,12.6100
1986-08-20,India,12.5700
1986-08-21,India,12.5900
1986-08-22,India,12.5700
1986-08-25,India,12.5700
1986-08-26,India,12.5600
1986-08-27,India,12.5800
1986-08-28,India,12.5500
1986-08-29,India,12.5400
1986-09-01,India,
1986-09-02,India,12.5700
1986-09-03,India,12.5800
1986-09-04,India,12.5700
1986-09-05,India,12.5700
1986-09-08,India,12.6100
1986-09-09,India,12.6200
1986-09-10,India,12.6200
1986-09-11,India,12.6400
1986-09-12,India,12.6700
1986-09-15,India,12.7000
1986-09-16,India,12.7000
1986-09-17,India,12.7200
1986-09-18,India,12.6700
1986-09-19,India,12.6800
1986-09-22,India,12.7300
1986-09-23,India,12.7500
1986-09-24,India,12.7200
1986-09-25,India,12.7400
1986-09-26,India,12.7800
1986-09-29,India,12.7800
1986-09-30,India,12.7700
1986-10-01,India,12.8000
1986-10-02,India,12.8100
1986-10-03,India,12.7700
1986-10-06,India,12.7700
1986-10-07,India,12.7700
1986-10-08,India,12.8100
1986-10-09,India,12.7800
1986-10-10,India,12.8100
1986-10-13,India,
1986-10-14,India,12.7600
1986-10-15,India,12.7900
1986-10-16,India,12.8100
1986-10-17,India,12.8400
1986-10-20,India,12.8300
1986-10-21,India,12.8400
1986-10-22,India,12.8600
1986-10-23,India,12.9100
1986-10-24,India,12.9600
1986-10-27,India,12.9700
1986-10-28,India,12.9200
1986-10-29,India,12.9300
1986-10-30,India,12.9500
1986-10-31,India,12.9800
1986-11-03,India,12.9500
1986-11-04,India,12.9600
1986-11-05,India,12.9400
1986-11-06,India,12.9900
1986-11-07,India,13.0100
1986-11-10,India,13.0100
1986-11-11,India,
1986-11-12,India,13.0900
1986-11-13,India,13.1300
1986-11-14,India,13.1000
1986-11-17,India,13.1100
1986-11-18,India,13.1500
1986-11-19,India,13.1500
1986-11-20,India,13.1500
1986-11-21,India,13.1600
1986-11-24,India,13.1400
1986-11-25,India,13.1200
1986-11-26,India,13.1100
1986-11-27,India,
1986-11-28,India,13.1000
1986-12-01,India,13.1300
1986-12-02,India,13.1400
1986-12-03,India,13.1400
1986-12-04,India,13.1400
1986-12-05,India,13.1600
1986-12-08,India,13.1800
1986-12-09,India,13.1800
1986-12-10,India,13.1600
1986-12-11,India,13.1800
1986-12-12,India,13.1700
1986-12-15,India,13.1400
1986-12-16,India,13.1700
1986-12-17,India,13.1800
1986-12-18,India,13.1500
1986-12-19,India,13.1600
1986-12-22,India,13.1300
1986-12-23,India,13.1200
1986-12-24,India,13.1300
1986-12-25,India,
1986-12-26,India,13.1300
1986-12-29,India,13.1300
1986-12-30,India,13.1300
1986-12-31,India,13.1200
1987-01-01,India,
1987-01-02,India,13.0200
1987-01-05,India,13.0500
1987-01-06,India,13.0500
1987-01-07,India,13.0500
1987-01-08,India,13.0800
1987-01-09,India,13.0500
1987-01-12,India,13.0200
1987-01-13,India,13.0400
1987-01-14,India,13.0200
1987-01-15,India,13.0100
1987-01-16,India,13.0000
1987-01-19,India,
1987-01-20,India,13.0500
1987-01-21,India,13.0700
1987-01-22,India,13.0200
1987-01-23,India,13.0400
1987-01-26,India,13.0200
1987-01-27,India,13.0400
1987-01-28,India,12.9500
1987-01-29,India,12.9700
1987-01-30,India,13.0400
1987-02-02,India,13.0600
1987-02-03,India,13.0200
1987-02-04,India,13.0300
1987-02-05,India,13.1200
1987-02-06,India,13.1900
1987-02-09,India,13.1300
1987-02-10,India,13.0500
1987-02-11,India,13.0400
1987-02-12,India,13.0300
1987-02-13,India,13.0500
1987-02-16,India,
1987-02-17,India,13.0400
1987-02-18,India,13.0400
1987-02-19,India,13.0900
1987-02-20,India,13.0800
1987-02-23,India,13.0300
1987-02-24,India,13.0400
1987-02-25,India,13.0400
1987-02-26,India,13.0500
1987-02-27,India,13.0500
1987-03-02,India,13.0200
1987-03-03,India,13.0200
1987-03-04,India,13.0300
1987-03-05,India,13.0200
1987-03-06,India,12.9800
1987-03-09,India,12.9500
1987-03-10,India,12.9700
1987-03-11,India,12.9200
1987-03-12,India,12.9300
1987-03-13,India,12.9900
1987-03-16,India,12.9900
1987-03-17,India,12.9200
1987-03-18,India,12.8500
1987-03-19,India,12.8600
1987-03-20,India,12.8800
1987-03-23,India,12.8000
1987-03-24,India,12.7900
1987-03-25,India,12.8200
1987-03-26,India,12.9000
1987-03-27,India,12.8900
1987-03-30,India,12.8500
1987-03-31,India,12.9400
1987-04-01,India,12.9400
1987-04-02,India,13.0000
1987-04-03,India,12.8800
1987-04-06,India,12.8500
1987-04-07,India,12.8500
1987-04-08,India,12.8700
1987-04-09,India,12.8500
1987-04-10,India,12.8200
1987-04-13,India,12.8600
1987-04-14,India,12.8000
1987-04-15,India,12.8300
1987-04-16,India,12.8600
1987-04-17,India,12.8400
1987-04-20,India,12.8600
1987-04-21,India,12.8000
1987-04-22,India,12.8200
1987-04-23,India,12.8000
1987-04-24,India,12.7000
1987-04-27,India,12.6300
1987-04-28,India,12.6900
1987-04-29,India,12.7200
1987-04-30,India,12.6500
1987-05-01,India,12.6300
1987-05-04,India,12.6300
1987-05-05,India,12.6100
1987-05-06,India,12.5700
1987-05-07,India,12.5900
1987-05-08,India,12.5900
1987-05-11,India,12.6600
1987-05-12,India,12.7000
1987-05-13,India,12.7000
1987-05-14,India,12.6500
1987-05-15,India,12.6200
1987-05-18,India,12.6100
